energy,dissimilarity,homogeneity,IDM,entropy,ASM,labels
0.005191910240000057,3.3876599999999657,0.3844532575074483,0.3844532575074483,6.079523109528174,0.005191910240000057,kecubung
0.003435527935999993,2.559523999999987,0.39606364938906236,0.39606364938906236,6.575935341439259,0.003435527935999993,kecubung
0.0032195096639999654,3.775539999999963,0.3340262293988219,0.3340262293988219,6.769274513969009,0.0032195096639999654,kecubung
0.0026781198719999697,3.1482919999999712,0.3627103837993331,0.3627103837993331,6.713842204865819,0.0026781198719999697,kecubung
0.0038173312319997503,7.677015999999858,0.3349220682699606,0.3349220682699606,7.3371677894334635,0.0038173312319997503,kecubung
0.003610533055999726,7.974779999999814,0.33718217707027925,0.33718217707027925,7.381010166842776,0.003610533055999726,kecubung
0.0061600849599998935,8.03439199999989,0.39106581800475027,0.39106581800475027,6.962669310170837,0.0061600849599998935,kecubung
0.0036964673919997553,6.584339999999948,0.3645615152444175,0.3645615152444175,7.102551577227157,0.0036964673919997553,kecubung
0.004579617503999873,7.86295599999987,0.3642592595913614,0.3642592595913614,7.391822883878665,0.004579617503999873,kecubung
0.004473541887999818,8.15185999999989,0.3654154091630073,0.3654154091630073,7.42125692156994,0.004473541887999818,kecubung
0.004818742431999896,7.079183999999939,0.3756739039183596,0.3756739039183596,7.334060984973148,0.004818742431999896,kecubung
0.004755409376000071,3.7160879999999623,0.37605755677758995,0.37605755677758995,6.186139042620108,0.004755409376000071,kecubung
0.0059316784319999195,6.270167999999922,0.40256500632953,0.40256500632953,6.99574796307542,0.0059316784319999195,kecubung
0.005604007327999861,8.496599999999937,0.3692613542863639,0.3692613542863639,7.190252707081383,0.005604007327999861,kecubung
0.00448788073599963,8.14044799999994,0.36177358718603053,0.36177358718603053,7.190745921927287,0.00448788073599963,kecubung
0.0037483001279997293,7.49816399999995,0.36678088010124593,0.36678088010124593,7.103042858396056,0.0037483001279997293,kecubung
0.00529529785599974,7.947715999999937,0.37377107881727645,0.37377107881727645,7.0120872281984745,0.00529529785599974,kecubung
0.004764451360000039,2.6441199999999836,0.42232432499689515,0.42232432499689515,6.031368993795181,0.004764451360000039,kecubung
0.002093916671999927,3.077271999999955,0.3843474321626138,0.3843474321626138,6.742638177197261,0.002093916671999927,kecubung
0.0033073465279998882,3.1247999999999525,0.3975559344530888,0.3975559344530888,6.404891708748913,0.0033073465279998882,kecubung
0.005318806432000089,2.934343999999984,0.4238315509944659,0.4238315509944659,6.124184646079078,0.005318806432000089,kecubung
0.002940757823999984,2.5373039999999882,0.38539442630882365,0.38539442630882365,6.624136384254154,0.002940757823999984,kecubung
0.005782620927999802,5.747115999999936,0.3845417384101957,0.3845417384101957,6.976379495004648,0.005782620927999802,kecubung
0.0019121833279999278,3.277011999999972,0.3377985991653388,0.3377985991653388,6.790750885073956,0.0019121833279999278,kecubung
